Group,Sector,Project/Location,State,Year,Status,GOI_Support_Type,Support_Note,Modi_Era,Latitude,Longitude,Details,Source_URLs,Source_Note,Verification_Status,Last_Updated
Adani,City Gas,Muzaffarpur CGD,Bihar,2018,Under Development,Regulatory License (PNGRB/AAI/etc),"PNGRB CGD licenses, rounds 9-11 (2018-2022)",Yes,26.1197,85.391,Round 9,https://pngrb.gov.in/eng-web/cngpng.html | https://www.adanitotalgas.com/investors | https://pngrb.gov.in/eng-web/authorization.html,Regulatory authorization - verify via PNGRB/AAI/DGCA records,Pending independent verification,2026-01-12
Adani,City Gas,Patna CGD,Bihar,2018,Under Development,Regulatory License (PNGRB/AAI/etc),"PNGRB CGD licenses, rounds 9-11 (2018-2022)",Yes,25.5941,85.1376,Round 9,https://pngrb.gov.in/eng-web/cngpng.html | https://www.adanitotalgas.com/investors | https://pngrb.gov.in/eng-web/authorization.html,Regulatory authorization - verify via PNGRB/AAI/DGCA records,Pending independent verification,2026-01-12
Adani,City Gas,Bhagalpur CGD,Bihar,2018,Under Development,Regulatory License (PNGRB/AAI/etc),"PNGRB CGD licenses, rounds 9-11 (2018-2022)",Yes,25.25,86.9833,Round 9,https://pngrb.gov.in/eng-web/cngpng.html | https://www.adanitotalgas.com/investors | https://pngrb.gov.in/eng-web/authorization.html,Regulatory authorization - verify via PNGRB/AAI/DGCA records,Pending independent verification,2026-01-12
Adani,City Gas,Ludhiana CGD,Punjab,2018,Under Development,Regulatory License (PNGRB/AAI/etc),"PNGRB CGD licenses, rounds 9-11 (2018-2022)",Yes,30.901,75.8573,Round 9,https://pngrb.gov.in/eng-web/cngpng.html | https://www.adanitotalgas.com/investors | https://pngrb.gov.in/eng-web/authorization.html,Regulatory authorization - verify via PNGRB/AAI/DGCA records,Pending independent verification,2026-01-12
Adani,City Gas,Hoshiarpur CGD,Punjab,2019,Under Development,Regulatory License (PNGRB/AAI/etc),"PNGRB CGD licenses, rounds 9-11 (2018-2022)",Yes,31.531,75.911,Round 9,https://pngrb.gov.in/eng-web/cngpng.html | https://www.adanitotalgas.com/investors | https://pngrb.gov.in/eng-web/authorization.html,Regulatory authorization - verify via PNGRB/AAI/DGCA records,Pending independent verification,2026-01-12
Adani,City Gas,Coimbatore CGD,Tamil Nadu,2019,Under Development,Regulatory License (PNGRB/AAI/etc),"PNGRB CGD licenses, rounds 9-11 (2018-2022)",Yes,11.0168,76.9558,Round 9,https://pngrb.gov.in/eng-web/cngpng.html | https://www.adanitotalgas.com/investors | https://pngrb.gov.in/eng-web/authorization.html,Regulatory authorization - verify via PNGRB/AAI/DGCA records,Pending independent verification,2026-01-12
Adani,City Gas,Salem CGD,Tamil Nadu,2019,Under Development,Regulatory License (PNGRB/AAI/etc),"PNGRB CGD licenses, rounds 9-11 (2018-2022)",Yes,11.6643,78.146,Round 9,https://pngrb.gov.in/eng-web/cngpng.html | https://www.adanitotalgas.com/investors | https://pngrb.gov.in/eng-web/authorization.html,Regulatory authorization - verify via PNGRB/AAI/DGCA records,Pending independent verification,2026-01-12
Adani,City Gas,Tiruppur CGD,Tamil Nadu,2019,Under Development,Regulatory License (PNGRB/AAI/etc),"PNGRB CGD licenses, rounds 9-11 (2018-2022)",Yes,11.1085,77.3411,Round 9,https://pngrb.gov.in/eng-web/cngpng.html | https://www.adanitotalgas.com/investors | https://pngrb.gov.in/eng-web/authorization.html,Regulatory authorization - verify via PNGRB/AAI/DGCA records,Pending independent verification,2026-01-12
Adani,City Gas,Karur CGD,Tamil Nadu,2019,Under Development,Regulatory License (PNGRB/AAI/etc),"PNGRB CGD licenses, rounds 9-11 (2018-2022)",Yes,10.9601,78.0766,Round 9,https://pngrb.gov.in/eng-web/cngpng.html | https://www.adanitotalgas.com/investors | https://pngrb.gov.in/eng-web/authorization.html,Regulatory authorization - verify via PNGRB/AAI/DGCA records,Pending independent verification,2026-01-12
Adani,City Gas,Namakkal CGD,Tamil Nadu,2019,Under Development,Regulatory License (PNGRB/AAI/etc),"PNGRB CGD licenses, rounds 9-11 (2018-2022)",Yes,11.2189,78.1674,Round 9,https://pngrb.gov.in/eng-web/cngpng.html | https://www.adanitotalgas.com/investors | https://pngrb.gov.in/eng-web/authorization.html,Regulatory authorization - verify via PNGRB/AAI/DGCA records,Pending independent verification,2026-01-12
Adani,City Gas,Tiruchirappalli CGD,Tamil Nadu,2019,Under Development,Regulatory License (PNGRB/AAI/etc),"PNGRB CGD licenses, rounds 9-11 (2018-2022)",Yes,10.7905,78.7047,Round 9,https://pngrb.gov.in/eng-web/cngpng.html | https://www.adanitotalgas.com/investors | https://pngrb.gov.in/eng-web/authorization.html,Regulatory authorization - verify via PNGRB/AAI/DGCA records,Pending independent verification,2026-01-12
Adani,City Gas,Tirunelveli CGD,Tamil Nadu,2019,Under Development,Regulatory License (PNGRB/AAI/etc),"PNGRB CGD licenses, rounds 9-11 (2018-2022)",Yes,8.728,77.7101,Round 9,https://pngrb.gov.in/eng-web/cngpng.html | https://www.adanitotalgas.com/investors | https://pngrb.gov.in/eng-web/authorization.html,Regulatory authorization - verify via PNGRB/AAI/DGCA records,Pending independent verification,2026-01-12
Adani,City Gas,Thoothukudi CGD,Tamil Nadu,2019,Under Development,Regulatory License (PNGRB/AAI/etc),"PNGRB CGD licenses, rounds 9-11 (2018-2022)",Yes,8.7642,78.1348,Round 9,https://pngrb.gov.in/eng-web/cngpng.html | https://www.adanitotalgas.com/investors | https://pngrb.gov.in/eng-web/authorization.html,Regulatory authorization - verify via PNGRB/AAI/DGCA records,Pending independent verification,2026-01-12
Adani,City Gas,Jalgaon CGD,Maharashtra,2020,Under Development,Regulatory License (PNGRB/AAI/etc),"PNGRB CGD licenses, rounds 9-11 (2018-2022)",Yes,21.0077,75.5626,Round 10,https://pngrb.gov.in/eng-web/cngpng.html | https://www.adanitotalgas.com/investors | https://pngrb.gov.in/eng-web/authorization.html,Regulatory authorization - verify via PNGRB/AAI/DGCA records,Pending independent verification,2026-01-12
Adani,City Gas,Nanded CGD,Maharashtra,2020,Under Development,Regulatory License (PNGRB/AAI/etc),"PNGRB CGD licenses, rounds 9-11 (2018-2022)",Yes,19.1383,77.321,Round 10,https://pngrb.gov.in/eng-web/cngpng.html | https://www.adanitotalgas.com/investors | https://pngrb.gov.in/eng-web/authorization.html,Regulatory authorization - verify via PNGRB/AAI/DGCA records,Pending independent verification,2026-01-12
Adani,City Gas,Latur CGD,Maharashtra,2020,Under Development,Regulatory License (PNGRB/AAI/etc),"PNGRB CGD licenses, rounds 9-11 (2018-2022)",Yes,18.4088,76.5604,Round 10,https://pngrb.gov.in/eng-web/cngpng.html | https://www.adanitotalgas.com/investors | https://pngrb.gov.in/eng-web/authorization.html,Regulatory authorization - verify via PNGRB/AAI/DGCA records,Pending independent verification,2026-01-12
Adani,City Gas,Osmanabad CGD,Maharashtra,2020,Under Development,Regulatory License (PNGRB/AAI/etc),"PNGRB CGD licenses, rounds 9-11 (2018-2022)",Yes,18.186,76.0419,Round 10,https://pngrb.gov.in/eng-web/cngpng.html | https://www.adanitotalgas.com/investors | https://pngrb.gov.in/eng-web/authorization.html,Regulatory authorization - verify via PNGRB/AAI/DGCA records,Pending independent verification,2026-01-12
Adani,City Gas,Sangli CGD,Maharashtra,2020,Under Development,Regulatory License (PNGRB/AAI/etc),"PNGRB CGD licenses, rounds 9-11 (2018-2022)",Yes,16.8524,74.5815,Round 10,https://pngrb.gov.in/eng-web/cngpng.html | https://www.adanitotalgas.com/investors | https://pngrb.gov.in/eng-web/authorization.html,Regulatory authorization - verify via PNGRB/AAI/DGCA records,Pending independent verification,2026-01-12
Adani,City Gas,Satara CGD,Maharashtra,2020,Under Development,Regulatory License (PNGRB/AAI/etc),"PNGRB CGD licenses, rounds 9-11 (2018-2022)",Yes,17.69,73.99,Round 10,https://pngrb.gov.in/eng-web/cngpng.html | https://www.adanitotalgas.com/investors | https://pngrb.gov.in/eng-web/authorization.html,Regulatory authorization - verify via PNGRB/AAI/DGCA records,Pending independent verification,2026-01-12
Adani,City Gas,Kalaburagi CGD,Karnataka,2022,Under Development,Regulatory License (PNGRB/AAI/etc),"PNGRB CGD licenses, rounds 9-11 (2018-2022)",Yes,17.3297,76.8343,Round 11,https://pngrb.gov.in/eng-web/cngpng.html | https://www.adanitotalgas.com/investors | https://pngrb.gov.in/eng-web/authorization.html,Regulatory authorization - verify via PNGRB/AAI/DGCA records,Pending independent verification,2026-01-12
Adani,City Gas,Bellary CGD,Karnataka,2022,Under Development,Regulatory License (PNGRB/AAI/etc),"PNGRB CGD licenses, rounds 9-11 (2018-2022)",Yes,15.1394,76.9214,Round 11,https://pngrb.gov.in/eng-web/cngpng.html | https://www.adanitotalgas.com/investors | https://pngrb.gov.in/eng-web/authorization.html,Regulatory authorization - verify via PNGRB/AAI/DGCA records,Pending independent verification,2026-01-12
Adani,City Gas,Raichur CGD,Karnataka,2022,Under Development,Regulatory License (PNGRB/AAI/etc),"PNGRB CGD licenses, rounds 9-11 (2018-2022)",Yes,16.212,77.3439,Round 11,https://pngrb.gov.in/eng-web/cngpng.html | https://www.adanitotalgas.com/investors | https://pngrb.gov.in/eng-web/authorization.html,Regulatory authorization - verify via PNGRB/AAI/DGCA records,Pending independent verification,2026-01-12
Adani,City Gas,Bidar CGD,Karnataka,2022,Under Development,Regulatory License (PNGRB/AAI/etc),"PNGRB CGD licenses, rounds 9-11 (2018-2022)",Yes,17.9138,77.53,Round 11,https://pngrb.gov.in/eng-web/cngpng.html | https://www.adanitotalgas.com/investors | https://pngrb.gov.in/eng-web/authorization.html,Regulatory authorization - verify via PNGRB/AAI/DGCA records,Pending independent verification,2026-01-12
Adani,City Gas,Koppal CGD,Karnataka,2022,Under Development,Regulatory License (PNGRB/AAI/etc),"PNGRB CGD licenses, rounds 9-11 (2018-2022)",Yes,15.3475,76.1551,Round 11,https://pngrb.gov.in/eng-web/cngpng.html | https://www.adanitotalgas.com/investors | https://pngrb.gov.in/eng-web/authorization.html,Regulatory authorization - verify via PNGRB/AAI/DGCA records,Pending independent verification,2026-01-12
Adani,City Gas,Yadgir CGD,Karnataka,2022,Under Development,Regulatory License (PNGRB/AAI/etc),"PNGRB CGD licenses, rounds 9-11 (2018-2022)",Yes,16.7696,77.1375,Round 11,https://pngrb.gov.in/eng-web/cngpng.html | https://www.adanitotalgas.com/investors | https://pngrb.gov.in/eng-web/authorization.html,Regulatory authorization - verify via PNGRB/AAI/DGCA records,Pending independent verification,2026-01-12
Adani,City Gas,Jalandhar CGD,Punjab,2024,Under Development,Regulatory License (PNGRB/AAI/etc),"PNGRB CGD licenses, rounds 9-11 (2018-2022)",Yes,31.326,75.5762,"Round 11, transferred to ATGL",https://pngrb.gov.in/eng-web/cngpng.html | https://www.adanitotalgas.com/investors | https://pngrb.gov.in/eng-web/authorization.html,Regulatory authorization - verify via PNGRB/AAI/DGCA records,Pending independent verification,2026-01-12
Adani,City Gas,Raipur CGD,Chhattisgarh,2022,Under Development,Regulatory License (PNGRB/AAI/etc),"PNGRB CGD licenses, rounds 9-11 (2018-2022)",Yes,21.2514,81.6296,Round 11,https://pngrb.gov.in/eng-web/cngpng.html | https://www.adanitotalgas.com/investors | https://pngrb.gov.in/eng-web/authorization.html,Regulatory authorization - verify via PNGRB/AAI/DGCA records,Pending independent verification,2026-01-12
Adani,City Gas,Bilaspur CGD,Chhattisgarh,2022,Under Development,Regulatory License (PNGRB/AAI/etc),"PNGRB CGD licenses, rounds 9-11 (2018-2022)",Yes,22.0796,82.1391,Round 11,https://pngrb.gov.in/eng-web/cngpng.html | https://www.adanitotalgas.com/investors | https://pngrb.gov.in/eng-web/authorization.html,Regulatory authorization - verify via PNGRB/AAI/DGCA records,Pending independent verification,2026-01-12
Adani,City Gas,Durg CGD,Chhattisgarh,2022,Under Development,Regulatory License (PNGRB/AAI/etc),"PNGRB CGD licenses, rounds 9-11 (2018-2022)",Yes,21.1904,81.2849,Round 11,https://pngrb.gov.in/eng-web/cngpng.html | https://www.adanitotalgas.com/investors | https://pngrb.gov.in/eng-web/authorization.html,Regulatory authorization - verify via PNGRB/AAI/DGCA records,Pending independent verification,2026-01-12
Adani,City Gas,Korba CGD,Chhattisgarh,2022,Under Development,Regulatory License (PNGRB/AAI/etc),"PNGRB CGD licenses, rounds 9-11 (2018-2022)",Yes,22.3595,82.7501,Round 11,https://pngrb.gov.in/eng-web/cngpng.html | https://www.adanitotalgas.com/investors | https://pngrb.gov.in/eng-web/authorization.html,Regulatory authorization - verify via PNGRB/AAI/DGCA records,Pending independent verification,2026-01-12
Adani,City Gas,Raigarh CGD,Chhattisgarh,2022,Under Development,Regulatory License (PNGRB/AAI/etc),"PNGRB CGD licenses, rounds 9-11 (2018-2022)",Yes,21.9,83.4,Round 11,https://pngrb.gov.in/eng-web/cngpng.html | https://www.adanitotalgas.com/investors | https://pngrb.gov.in/eng-web/authorization.html,Regulatory authorization - verify via PNGRB/AAI/DGCA records,Pending independent verification,2026-01-12
Adani,City Gas,Rajnandgaon CGD,Chhattisgarh,2022,Under Development,Regulatory License (PNGRB/AAI/etc),"PNGRB CGD licenses, rounds 9-11 (2018-2022)",Yes,21.0972,81.0289,Round 11,https://pngrb.gov.in/eng-web/cngpng.html | https://www.adanitotalgas.com/investors | https://pngrb.gov.in/eng-web/authorization.html,Regulatory authorization - verify via PNGRB/AAI/DGCA records,Pending independent verification,2026-01-12
Adani,City Gas,Mahasamund CGD,Chhattisgarh,2022,Under Development,Regulatory License (PNGRB/AAI/etc),"PNGRB CGD licenses, rounds 9-11 (2018-2022)",Yes,21.1,82.09,Round 11,https://pngrb.gov.in/eng-web/cngpng.html | https://www.adanitotalgas.com/investors | https://pngrb.gov.in/eng-web/authorization.html,Regulatory authorization - verify via PNGRB/AAI/DGCA records,Pending independent verification,2026-01-12
Adani,Data Center,AdaniConneX Chennai,Tamil Nadu,2022,Operational,Policy/Regulatory Benefit,"IT/Data Center policies, land allocation",Yes,13.0827,80.2707,"17 MW, first facility",https://www.adanienterprises.com/investors | https://www.adaniconnex.com/ | https://economictimes.indiatimes.com/topic/adani-group,Policy benefit (SEZ/coal linkage/clearance) - verify via respective ministry,Pending independent verification,2026-01-12
Adani,Data Center,AdaniConneX Noida,Uttar Pradesh,2023,Operational,Policy/Regulatory Benefit,"IT/Data Center policies, land allocation",Yes,28.5355,77.391,10 MW,https://www.adanienterprises.com/investors | https://www.adaniconnex.com/ | https://economictimes.indiatimes.com/topic/adani-group,Policy benefit (SEZ/coal linkage/clearance) - verify via respective ministry,Pending independent verification,2026-01-12
Adani,Data Center,AdaniConneX Hyderabad,Telangana,2023,Operational,Policy/Regulatory Benefit,"IT/Data Center policies, land allocation",Yes,17.385,78.4867,9.6 MW,https://www.adanienterprises.com/investors | https://www.adaniconnex.com/ | https://economictimes.indiatimes.com/topic/adani-group,Policy benefit (SEZ/coal linkage/clearance) - verify via respective ministry,Pending independent verification,2026-01-12
Adani,Data Center,AdaniConneX Navi Mumbai,Maharashtra,2024,Under Construction,Policy/Regulatory Benefit,"IT/Data Center policies, land allocation",Yes,19.0368,73.0151,"Part of ₹50,000 Cr MoU",https://www.adanienterprises.com/investors | https://www.adaniconnex.com/ | https://economictimes.indiatimes.com/topic/adani-group,Policy benefit (SEZ/coal linkage/clearance) - verify via respective ministry,Pending independent verification,2026-01-12
Adani,Data Center,AdaniConneX Pune,Maharashtra,2024,Under Construction,Policy/Regulatory Benefit,"IT/Data Center policies, land allocation",Yes,18.5204,73.8567,9.6 MW,https://www.adanienterprises.com/investors | https://www.adaniconnex.com/ | https://economictimes.indiatimes.com/topic/adani-group,Policy benefit (SEZ/coal linkage/clearance) - verify via respective ministry,Pending independent verification,2026-01-12
Adani,Data Center,AdaniConneX Vizag,Andhra Pradesh,2025,Planned,Policy/Regulatory Benefit,"IT/Data Center policies, land allocation",Yes,17.6868,83.2185,"Google AI partnership, $15B tech park",https://www.adanienterprises.com/investors | https://www.adaniconnex.com/ | https://economictimes.indiatimes.com/topic/adani-group,Policy benefit (SEZ/coal linkage/clearance) - verify via respective ministry,Pending independent verification,2026-01-12
Adani,Data Center,AdaniConneX Tamil Nadu,Tamil Nadu,2025,Planned,Policy/Regulatory Benefit,"IT/Data Center policies, land allocation",Yes,13.05,80.25,"₹13,200 Cr MoU, 7 years",https://www.adanienterprises.com/investors | https://www.adaniconnex.com/ | https://economictimes.indiatimes.com/topic/adani-group,Policy benefit (SEZ/coal linkage/clearance) - verify via respective ministry,Pending independent verification,2026-01-12
Adani,Data Center,AdaniConneX Chandanvelly,Telangana,2025,Planned,Policy/Regulatory Benefit,"IT/Data Center policies, land allocation",Yes,17.25,78.35,"100 MW, ₹5,000 Cr MoU",https://www.adanienterprises.com/investors | https://www.adaniconnex.com/ | https://economictimes.indiatimes.com/topic/adani-group,Policy benefit (SEZ/coal linkage/clearance) - verify via respective ministry,Pending independent verification,2026-01-12
Adani,Defence,Adani-Elbit UAV Complex,Telangana,2018,Operational,Defence Production License,"Defence production licenses, JVs with Elbit/EDGE",Yes,17.44,78.35,"Hyderabad, India's first private UAV plant",https://www.adanienterprises.com/investors | https://www.adanidefence.com/ | https://economictimes.indiatimes.com/topic/adani-group,Defence production license - verify via MoD/DPIIT records,Pending independent verification,2026-01-12
Adani,Defence,Small Arms Manufacturing,Madhya Pradesh,2021,Operational,Defence Production License,"Defence production licenses, JVs with Elbit/EDGE",Yes,23.15,77.65,"IWI weapons, ₹1,000 Cr+ orders",https://www.adanienterprises.com/investors | https://www.adanidefence.com/ | https://economictimes.indiatimes.com/topic/adani-group,Defence production license - verify via MoD/DPIIT records,Pending independent verification,2026-01-12
Adani,Defence,Ammunition Complex,Uttar Pradesh,2024,Operational,Defence Production License,"Defence production licenses, JVs with Elbit/EDGE",Yes,26.45,80.35,"Kanpur, 500 acres, 150M rounds/year",https://www.adanienterprises.com/investors | https://www.adanidefence.com/ | https://economictimes.indiatimes.com/topic/adani-group,Defence production license - verify via MoD/DPIIT records,Pending independent verification,2026-01-12
Adani,Defence,Missiles Complex,Uttar Pradesh,2024,Operational,Defence Production License,"Defence production licenses, JVs with Elbit/EDGE",Yes,26.47,80.36,UP Defence Corridor,https://www.adanienterprises.com/investors | https://www.adanidefence.com/ | https://economictimes.indiatimes.com/topic/adani-group,Defence production license - verify via MoD/DPIIT records,Pending independent verification,2026-01-12
Adani,Defence,Air Works MRO Hosur,Tamil Nadu,2024,Operational,Defence Production License,"Defence production licenses, JVs with Elbit/EDGE",Yes,12.74,77.83,"₹400 Cr acquisition, 85.8% stake",https://www.adanienterprises.com/investors | https://www.adanidefence.com/ | https://economictimes.indiatimes.com/topic/adani-group,Defence production license - verify via MoD/DPIIT records,Pending independent verification,2026-01-12
Adani,Defence,Air Works MRO Mumbai,Maharashtra,2024,Operational,Defence Production License,"Defence production licenses, JVs with Elbit/EDGE",Yes,19.0886,72.8679,Part of Air Works acquisition,https://www.adanienterprises.com/investors | https://www.adanidefence.com/ | https://economictimes.indiatimes.com/topic/adani-group,Defence production license - verify via MoD/DPIIT records,Pending independent verification,2026-01-12
Adani,Defence,Adani Aerospace Park,Telangana,2020,Operational,Defence Production License,"Defence production licenses, JVs with Elbit/EDGE",Yes,17.45,78.36,Aerospace manufacturing hub,https://www.adanienterprises.com/investors | https://www.adanidefence.com/ | https://economictimes.indiatimes.com/topic/adani-group,Defence production license - verify via MoD/DPIIT records,Pending independent verification,2026-01-12
Adani,Defence,Counter Drone Systems,Telangana,2025,Under Construction,Defence Production License,"Defence production licenses, JVs with Elbit/EDGE",Yes,17.46,78.37,"₹1,000 Cr MoU, with DRDO",https://www.adanienterprises.com/investors | https://www.adanidefence.com/ | https://economictimes.indiatimes.com/topic/adani-group,Defence production license - verify via MoD/DPIIT records,Pending independent verification,2026-01-12
Adani,Defence,FSTC Flight Training,Karnataka,2025,Acquired,Defence Production License,"Defence production licenses, JVs with Elbit/EDGE",Yes,12.95,77.6,"₹820 Cr, India's largest flight training",https://www.adanienterprises.com/investors | https://www.adanidefence.com/ | https://economictimes.indiatimes.com/topic/adani-group,Defence production license - verify via MoD/DPIIT records,Pending independent verification,2026-01-12
Adani,Defence,Sonobuoys Manufacturing,Andhra Pradesh,2025,Planned,Defence Production License,"Defence production licenses, JVs with Elbit/EDGE",Yes,17.7,83.3,"Anti-submarine warfare, Sparton JV",https://www.adanienterprises.com/investors | https://www.adanidefence.com/ | https://economictimes.indiatimes.com/topic/adani-group,Defence production license - verify via MoD/DPIIT records,Pending independent verification,2026-01-12
Adani,Roads,Ganga Expressway,Uttar Pradesh,2022,Under Construction,Direct Govt Contract/PPP,NHAI BOT/HAM contracts,Yes,27.18,80.5,"464 km, ₹7,500 Cr, Meerut-Prayagraj",https://www.nhai.gov.in/ | https://www.adanienterprises.com/investors | https://www.reuters.com/companies/ADEL.NS,Government tender/PPP award - verify via respective ministry/authority website,Pending independent verification,2026-01-12
Adani,Roads,NH-19 Panagarh-Palsit,West Bengal,2021,Operational,Direct Govt Contract/PPP,NHAI BOT/HAM contracts,Yes,23.3,87.5,"68 km BOT, ₹2,020 Cr",https://www.nhai.gov.in/ | https://www.adanienterprises.com/investors | https://www.reuters.com/companies/ADEL.NS,Government tender/PPP award - verify via respective ministry/authority website,Pending independent verification,2026-01-12
Adani,Roads,NH-130 Badakumari-Karki,Odisha,2022,Operational,Direct Govt Contract/PPP,NHAI BOT/HAM contracts,Yes,20.0,84.0,"HAM, ₹1,169 Cr",https://www.nhai.gov.in/ | https://www.adanienterprises.com/investors | https://www.reuters.com/companies/ADEL.NS,Government tender/PPP award - verify via respective ministry/authority website,Pending independent verification,2026-01-12
Adani,Roads,Kerala TOT Package,Kerala,2020,Operational,Direct Govt Contract/PPP,NHAI BOT/HAM contracts,Yes,10.0,76.5,Multiple stretches,https://www.nhai.gov.in/ | https://www.adanienterprises.com/investors | https://www.reuters.com/companies/ADEL.NS,Government tender/PPP award - verify via respective ministry/authority website,Pending independent verification,2026-01-12
Adani,Roads,Telangana Road Package,Telangana,2021,Operational,Direct Govt Contract/PPP,NHAI BOT/HAM contracts,Yes,17.5,78.5,HAM project,https://www.nhai.gov.in/ | https://www.adanienterprises.com/investors | https://www.reuters.com/companies/ADEL.NS,Government tender/PPP award - verify via respective ministry/authority website,Pending independent verification,2026-01-12
Adani,Roads,MP Road Package,Madhya Pradesh,2021,Operational,Direct Govt Contract/PPP,NHAI BOT/HAM contracts,Yes,23.5,77.5,HAM project,https://www.nhai.gov.in/ | https://www.adanienterprises.com/investors | https://www.reuters.com/companies/ADEL.NS,Government tender/PPP award - verify via respective ministry/authority website,Pending independent verification,2026-01-12
Adani,Roads,Gujarat TOT Package,Gujarat,2020,Operational,Direct Govt Contract/PPP,NHAI BOT/HAM contracts,Yes,22.5,72.0,Multiple stretches,https://www.nhai.gov.in/ | https://www.adanienterprises.com/investors | https://www.reuters.com/companies/ADEL.NS,Government tender/PPP award - verify via respective ministry/authority website,Pending independent verification,2026-01-12
Adani,Roads,Nagpur Highways,Maharashtra,2023,Under Construction,Direct Govt Contract/PPP,NHAI BOT/HAM contracts,Yes,21.15,79.1,100+ km constructed,https://www.nhai.gov.in/ | https://www.adanienterprises.com/investors | https://www.reuters.com/companies/ADEL.NS,Government tender/PPP award - verify via respective ministry/authority website,Pending independent verification,2026-01-12
Adani,Roads,Rajasthan Expressway,Rajasthan,2024,Under Construction,Direct Govt Contract/PPP,NHAI BOT/HAM contracts,Yes,26.5,74.5,NHAI project,https://www.nhai.gov.in/ | https://www.adanienterprises.com/investors | https://www.reuters.com/companies/ADEL.NS,Government tender/PPP award - verify via respective ministry/authority website,Pending independent verification,2026-01-12
Adani,Roads,UP Additional Roads,Uttar Pradesh,2024,Under Construction,Direct Govt Contract/PPP,NHAI BOT/HAM contracts,Yes,26.8,81.0,Multiple HAM projects,https://www.nhai.gov.in/ | https://www.adanienterprises.com/investors | https://www.reuters.com/companies/ADEL.NS,Government tender/PPP award - verify via respective ministry/authority website,Pending independent verification,2026-01-12
Adani,Logistics,MMLP Patli ICD,Haryana,2009,Operational,Organic Growth (No GOI),"Organic expansion, warehousing",No,28.23,77.01,"NCR hub, rail connected",https://www.adani.com/investors | https://www.reuters.com/companies/ADEL.NS | https://economictimes.indiatimes.com/topic/adani-group,Organic business expansion - verify via company annual reports,Pending independent verification,2026-01-12
Adani,Logistics,MMLP Tumb ICD,Dadra Nagar Haveli,2022,Operational,Organic Growth (No GOI),"Organic expansion, warehousing",Yes,20.27,73.01,Navkar acquisition,https://www.adani.com/investors | https://www.reuters.com/companies/ADEL.NS | https://economictimes.indiatimes.com/topic/adani-group,Organic business expansion - verify via company annual reports,Pending independent verification,2026-01-12
Adani,Logistics,MMLP Kilaraipur ICD,Punjab,2017,Operational,Organic Growth (No GOI),"Organic expansion, warehousing",Yes,30.85,76.0,"Ludhiana, 77 acres",https://www.adani.com/investors | https://www.reuters.com/companies/ADEL.NS | https://economictimes.indiatimes.com/topic/adani-group,Organic business expansion - verify via company annual reports,Pending independent verification,2026-01-12
Adani,Logistics,MMLP Nagpur ICD,Maharashtra,2018,Operational,Organic Growth (No GOI),"Organic expansion, warehousing",Yes,21.15,79.05,Central India hub,https://www.adani.com/investors | https://www.reuters.com/companies/ADEL.NS | https://economictimes.indiatimes.com/topic/adani-group,Organic business expansion - verify via company annual reports,Pending independent verification,2026-01-12
Adani,Logistics,MMLP Kishangarh ICD,Rajasthan,2025,Operational,Organic Growth (No GOI),"Organic expansion, warehousing",Yes,26.59,74.86,"100 acres, DFC connected",https://www.adani.com/investors | https://www.reuters.com/companies/ADEL.NS | https://economictimes.indiatimes.com/topic/adani-group,Organic business expansion - verify via company annual reports,Pending independent verification,2026-01-12
Adani,Logistics,MMLP Malur,Karnataka,2020,Operational,Organic Growth (No GOI),"Organic expansion, warehousing",Yes,13.0,77.94,Bangalore region,https://www.adani.com/investors | https://www.reuters.com/companies/ADEL.NS | https://economictimes.indiatimes.com/topic/adani-group,Organic business expansion - verify via company annual reports,Pending independent verification,2026-01-12
Adani,Logistics,MMLP Taloja,Maharashtra,2019,Operational,Organic Growth (No GOI),"Organic expansion, warehousing",Yes,19.08,73.12,Mumbai region,https://www.adani.com/investors | https://www.reuters.com/companies/ADEL.NS | https://economictimes.indiatimes.com/topic/adani-group,Organic business expansion - verify via company annual reports,Pending independent verification,2026-01-12
Adani,Logistics,MMLP Kanech POL,Gujarat,2020,Operational,Organic Growth (No GOI),"Organic expansion, warehousing",Yes,22.5,72.8,Petroleum tank farm,https://www.adani.com/investors | https://www.reuters.com/companies/ADEL.NS | https://economictimes.indiatimes.com/topic/adani-group,Organic business expansion - verify via company annual reports,Pending independent verification,2026-01-12
Adani,Logistics,MMLP Mundra,Gujarat,2015,Operational,Organic Growth (No GOI),"Organic expansion, warehousing",Yes,22.83,69.71,Port-based logistics,https://www.adani.com/investors | https://www.reuters.com/companies/ADEL.NS | https://economictimes.indiatimes.com/topic/adani-group,Organic business expansion - verify via company annual reports,Pending independent verification,2026-01-12
Adani,Logistics,MMLP Loni ICD,Uttar Pradesh,2021,Operational,Organic Growth (No GOI),"Organic expansion, warehousing",Yes,28.75,77.28,CWC alliance,https://www.adani.com/investors | https://www.reuters.com/companies/ADEL.NS | https://economictimes.indiatimes.com/topic/adani-group,Organic business expansion - verify via company annual reports,Pending independent verification,2026-01-12
Adani,Logistics,MMLP Valvada ICD,Gujarat,2022,Operational,Organic Growth (No GOI),"Organic expansion, warehousing",Yes,20.15,72.95,CWC alliance,https://www.adani.com/investors | https://www.reuters.com/companies/ADEL.NS | https://economictimes.indiatimes.com/topic/adani-group,Organic business expansion - verify via company annual reports,Pending independent verification,2026-01-12
